path,last_commit,first_line,recommended_action,reason
docs/dev/CASA_WARNINGS_FIXES_IMPLEMENTED.md,2025-11-09,# CASA Warnings Fixes - Implementation Summary,archive,Status/analysis docs better suited for internal archive.
docs/dev/CASA_WARNINGS_ANALYSIS.md,2025-11-09,# CASA Warnings Analysis and Fixes,archive,Status/analysis docs better suited for internal archive.
docs/dev/CASA_SYSTEMATIC_FIXES_COMPLETE.md,2025-11-09,# CASA API Systematic Fixes - Complete,archive,Status/analysis docs better suited for internal archive.
docs/dev/ese_detection_complete_documentation_summary.md,untracked,# ESE Detection Complete Documentation Summary,archive,Status/analysis docs better suited for internal archive.
docs/dev/CASA_SEGFAULT_TEST_RESULTS.md,2025-11-09,# CASA Segfault Prevention - Test Results,archive,Status/analysis docs better suited for internal archive.
docs/dev/CASA_SEGFAULT_ROOT_CAUSE.md,2025-11-09,# CASA6 Segfault Root Cause Analysis,archive,Status/analysis docs better suited for internal archive.
docs/dev/ese_detection_comprehensive_improvements.md,untracked,# ESE Detection Comprehensive Improvement Plan,archive,Status/analysis docs better suited for internal archive.
docs/dev/CASA_SEGFAULT_HANDLING.md,2025-11-09,# CASA6 Segfault Handling Guide,archive,Status/analysis docs better suited for internal archive.
docs/dev/ese_detection_documentation_index.md,untracked,# ESE Detection Documentation Index,archive,Status/analysis docs better suited for internal archive.
docs/dev/CASA_API_FIXES_NEEDED.md,2025-11-09,# CASA API Fixes Needed Across Codebase,archive,Status/analysis docs better suited for internal archive.
docs/dev/ese_detection_future_improvements.md,untracked,# ESE Detection Future Improvements,archive,Status/analysis docs better suited for internal archive.
docs/dev/casa6_test_execution.md,2025-11-11,# Casa6 Test Execution Guide,archive,Status/analysis docs better suited for internal archive.
docs/dev/calibration_provenance_tracking_implementation.md,untracked,# Calibration Provenance Tracking Implementation,archive,Status/analysis docs better suited for internal archive.
docs/dev/ese_detection_implementation_phases.md,untracked,# ESE Detection Improvements - Implementation Phases,archive,Status/analysis docs better suited for internal archive.
docs/dev/calibration_provenance_risk_analysis.md,untracked,# Calibration Provenance Tracking - Risk Analysis,archive,Status/analysis docs better suited for internal archive.
docs/dev/ese_detection_implementation_summary.md,untracked,# ESE Detection Implementation Summary,archive,Status/analysis docs better suited for internal archive.
docs/dev/browser_testing_guide.md,untracked,# Browser Testing Guide for Phase 1,archive,Status/analysis docs better suited for internal archive.
docs/dev/ese_detection_research_findings.md,untracked,# ESE Detection Research Findings and Implementation Review,archive,Status/analysis docs better suited for internal archive.
docs/dev/AUTOMATIC_CATALOG_SETUP_IMPLEMENTATION.md,2025-11-10,# Automatic Catalog Setup Implementation,archive,Status/analysis docs better suited for internal archive.
docs/design/data_product_organization.md,2025-11-09,# Data Product Organization Design,keep,Default keep until manual review.
docs/analysis/DOCUMENTATION_FIXES_APPLIED.md,2025-11-10,# Documentation Fixes Applied,archive,Status/analysis docs better suited for internal archive.
docs/analysis/FIELD_MAPPING_COMPLETE.md,2025-11-10,# Field Mapping Updates Complete ✅,archive,Status/analysis docs better suited for internal archive.
docs/analysis/WSCLEAN_USAGE_ANALYSIS.md,2025-11-09,# WSClean Usage Analysis,archive,Status/analysis docs better suited for internal archive.
docs/analysis/WABIFAT_VERIFICATION_RESULTS.md,2025-11-12,# WABIFAT Compatibility Verification Results,archive,Status/analysis docs better suited for internal archive.
docs/analysis/MASKING_TOGGLE_IMPLEMENTATION_PLAN.md,2025-11-09,# Masking Toggle Implementation Plan,archive,Status/analysis docs better suited for internal archive.
docs/analysis/MOFFAT_ROTATION_VALUE.md,2025-11-09,# Moffat Rotation: Value Analysis,archive,Status/analysis docs better suited for internal archive.
docs/analysis/MOSAIC_ISSUES_ANALYSIS.md,2025-11-12,# Mosaic Creation Issues Analysis,archive,Status/analysis docs better suited for internal archive.
docs/analysis/MOSAIC_STATUS_EXPLANATION.md,2025-11-09,# Mosaic Status Explanation,archive,Status/analysis docs better suited for internal archive.
docs/contributing/archive/CONTRIBUTING_TODO.md,2025-11-12,# Contributing to TODO.md,keep,Default keep until manual review.
docs/contributing/archive/rules.md,2025-11-12,<CRITICAL_INSTRUCTIONS>,keep,Default keep until manual review.
docs/analysis/next-steps-final-status.md,2025-11-09,# Next Steps Execution - Final Status,archive,Status/analysis docs better suited for internal archive.
docs/analysis/next-steps-execution-summary.md,2025-11-09,# Next Steps Execution Summary,archive,Status/analysis docs better suited for internal archive.
docs/analysis/NAVIGATION_REDESIGN_PLAN.md,untracked,# Navigation Bar Redesign Plan,archive,Status/analysis docs better suited for internal archive.
docs/analysis/MOSAIC_FIXES_SUMMARY.md,2025-11-12,# Mosaic Creation Fixes - Complete Summary,archive,Status/analysis docs better suited for internal archive.
docs/analysis/MOSAIC_BUILD_TEST_RESULTS.md,2025-11-09,# Mosaic Build Test Results,archive,Status/analysis docs better suited for internal archive.
docs/analysis/MOFFAT_ROTATION_UNRESOLVED_SOURCES.md,2025-11-09,# Moffat Rotation for Unresolved Compact Sources,archive,Status/analysis docs better suited for internal archive.
docs/analysis/MOFFAT_ROTATION_ESE_SCIENCE.md,2025-11-09,# Moffat Rotation and ESE Science Goals,archive,Status/analysis docs better suited for internal archive.
docs/analysis/MOFFAT_ROTATION_DEFERRED.md,2025-11-09,# Moffat Rotation - Deferred Decision,archive,Status/analysis docs better suited for internal archive.
docs/analysis/model_py_review.md,2025-11-07,# Model.py Code Review,archive,Status/analysis docs better suited for internal archive.
docs/analysis/model_py_implementation.md,2025-11-12,# Model.py Implementation Summary,archive,Status/analysis docs better suited for internal archive.
docs/analysis/dsa110-beam-assets-analysis.md,2025-11-09,# DSA-110 Beam Model Assets Analysis,archive,Status/analysis docs better suited for internal archive.
docs/analysis/dp3_polarization_limitation.md,2025-11-06,# DP3 Polarization Limitation,archive,Status/analysis docs better suited for internal archive.
docs/analysis/dp3_multi_field_solutions.md,2025-11-06,# DP3 Multi-Field MS Solutions,archive,Status/analysis docs better suited for internal archive.
docs/concepts/science/photometry_normalization.md,2025-11-06,# Forced Photometry Normalization,keep,User-facing documentation section.
docs/dev/notes/TEST_FIXTURE_OPTIMIZATION.md,untracked,# Test Fixture Optimization for Mosaic Orchestrator Tests,archive,Status/analysis docs better suited for internal archive.
docs/dev/notes/VISUALIZATION_IMPLEMENTATION.md,2025-11-11,# Enhanced Visualization Implementation,archive,Status/analysis docs better suited for internal archive.
docs/dev/notes/TODO.md,2025-11-12,# TODO - DSA-110 Continuum Imaging Pipeline,archive,Status/analysis docs better suited for internal archive.
docs/dev/analysis/automation_assessment_justification.md,untracked,# Systematic Justification: Streaming Mode Pipeline Automation Assessment,archive,Status/analysis docs better suited for internal archive.
docs/dev/analysis/unaddressed_tasks_review.md,untracked,# Unaddressed Tasks Review,archive,Status/analysis docs better suited for internal archive.
docs/dev/analysis/unit_test_suite_summary.md,untracked,# Unit Test Suite Summary,archive,Status/analysis docs better suited for internal archive.
docs/dev/analysis/unit_tests_remaining_tasks_summary.md,untracked,# Unit Test Suite Summary - Remaining Tasks,archive,Status/analysis docs better suited for internal archive.
docs/dev/analysis/remaining_tasks_completion_summary.md,untracked,# Remaining Tasks Completion Summary,archive,Status/analysis docs better suited for internal archive.
docs/dev/analysis/qa_system_audit.md,2025-11-12,# QA System Software Developer Audit,archive,Status/analysis docs better suited for internal archive.
docs/dev/analysis/plan_confidence_assessment.md,untracked,# Plan Confidence Assessment - Final Review,archive,Status/analysis docs better suited for internal archive.
docs/dev/analysis/photometry_automation_roadmap.md,untracked,# Photometry Automation Roadmap,archive,Status/analysis docs better suited for internal archive.
src/dsa110_contimg/WORKFLOW_THOUGHT_EXPERIMENT.md,2025-11-10,# Complete Workflow Thought Experiment: HDF5 → Published Mosaic,keep,Code-adjacent documentation supporting module owners.
docs/dev/analysis/photometry_automation_implementation_review.md,untracked,# Photometry Automation Implementation Review,archive,Status/analysis docs better suited for internal archive.
docs/dev/analysis/photometry_automation_assessment.md,untracked,# Automated Photometry Pipeline Assessment,archive,Status/analysis docs better suited for internal archive.
docs/dev/analysis/js9_features_usability_assessment.md,2025-11-11,# JS9 Features Usability Assessment,archive,Status/analysis docs better suited for internal archive.
docs/dev/analysis/implementation_readiness_assessment.md,untracked,# Implementation Readiness Assessment,archive,Status/analysis docs better suited for internal archive.
docs/dev/analysis/ese_detection_critical_review.md,untracked,# ESE Detection Implementation Critical Review,archive,Status/analysis docs better suited for internal archive.
docs/dev/analysis/enhancement_recommendations.md,untracked,# Enhancement Recommendations: From Good to Excellent,archive,Status/analysis docs better suited for internal archive.
ops/systemd/INSTALL.md,2025-11-09,# Installing DSA-110 Services,keep,Code-adjacent documentation supporting module owners.
src/dsa110_contimg/utils/NAMING_CONVENTIONS.md,2025-11-10,# Naming Conventions for DSA-110 Continuum Imaging Pipeline,keep,Code-adjacent documentation supporting module owners.
ops/pipeline/HELPERS_README.md,2025-11-06,# Ops Pipeline Shared Helpers,keep,Code-adjacent documentation supporting module owners.
src/dsa110_contimg/conversion/README.md,2025-11-10,# Conversion Module: UVH5 → Measurement Set,keep,Code-adjacent documentation supporting module owners.
docs/dev/analysis/cursor_rules_summary_2025-11-12.md,untracked,# Cursor Rules Summary,archive,Status/analysis docs better suited for internal archive.
docs/dev/analysis/critical_path_summary.md,untracked,# Critical Path Summary: Pre-Flight Checklist for `create_mosaic_centered.py`,archive,Status/analysis docs better suited for internal archive.
docs/dev/analysis/cost_free_improvements.md,untracked,# Cost-Free Critical Improvements (Monetary Cost Analysis),archive,Status/analysis docs better suited for internal archive.
docs/dev/analysis/codebase_review_2025-11-12.md,untracked,# Codebase Review: DSA-110 Continuum Imaging Pipeline,archive,Status/analysis docs better suited for internal archive.
docs/dev/analysis/batch_mode_development_assessment.md,untracked,# Manual/Batch Mode Pipeline Development Assessment - Systematic Justification,archive,Status/analysis docs better suited for internal archive.
src/dsa110_contimg/FINAL_WORKFLOW_VERIFICATION.md,2025-11-10,# Final Workflow Verification: Complete End-to-End Trace,keep,Code-adjacent documentation supporting module owners.
docs/dev/notes/PIPELINE_INTEGRATION.md,2025-11-11,# Pipeline Integration Implementation,archive,Status/analysis docs better suited for internal archive.
docs/dev/notes/MOSAIC_ORCHESTRATOR_TEST_COVERAGE_ANALYSIS.md,untracked,# Mosaic Orchestrator Test Coverage Analysis,archive,Status/analysis docs better suited for internal archive.
docs/dev/notes/MOSAIC_ORCHESTRATOR_TASKS.md,2025-11-12,# Mosaic Orchestrator Development Tasks,archive,Status/analysis docs better suited for internal archive.
docs/dev/notes/MOSAIC_ORCHESTRATOR_IMPLEMENTATION.md,2025-11-12,# Mosaic Orchestrator Implementation,archive,Status/analysis docs better suited for internal archive.
src/dsa110_contimg/qa/visualization/js9/README.md,2025-11-09,# JS9 Integration for QA Visualization,keep,Code-adjacent documentation supporting module owners.
docs/dev/notes/MEMORY.md,2025-11-12,# DSA-110 Continuum Imaging Pipeline - Codebase Understanding,archive,Status/analysis docs better suited for internal archive.
docs/dev/notes/HTML_REPORT_IMPLEMENTATION.md,2025-11-11,# HTML Report Generation Implementation,archive,Status/analysis docs better suited for internal archive.
docs/dev/notes/GRAPHITI_UPLOAD_LOG.md,2025-11-11,# Graphiti Knowledge Graph Upload Log,archive,Status/analysis docs better suited for internal archive.
docs/dev/status/2025-01/recommended_next_steps_completed.md,2025-11-12,# Recommended Next Steps - Completion Summary,archive,Status/analysis docs better suited for internal archive.
docs/dev/status/2025-01/codebase_audit_2025-01.md,2025-11-12,# Codebase Audit Report: DSA-110 Continuum Imaging Pipeline,archive,Status/analysis docs better suited for internal archive.
docs/dev/notes/error_handling_improvements_2025-11-11.md,2025-11-11,# Error Handling & Logging Improvements,archive,Status/analysis docs better suited for internal archive.
docs/dev/notes/DEEP_STUDY_ANALYSIS.md,2025-11-12,# Deep Study Analysis: DSA-110 Continuum Imaging Pipeline,archive,Status/analysis docs better suited for internal archive.
docs/dev/notes/DEEP_STUDY.md,2025-11-11,# Deep Study: DSA-110 Continuum Imaging Pipeline,archive,Status/analysis docs better suited for internal archive.
docs/dev/notes/COMPLETENESS_ANALYSIS_IMPLEMENTATION.md,2025-11-11,# Enhanced Source Counts Completeness Analysis Implementation,archive,Status/analysis docs better suited for internal archive.
docs/dev/notes/ASKAP_VALIDATION_ASSESSMENT.md,2025-11-11,# ASKAP Continuum Validation Assessment,archive,Status/analysis docs better suited for internal archive.
docs/dev/notes/AGENTS.md,2025-11-11,"# Agent Guide: Fast, Targeted Testing for DSA-110 Continuum Pipeline",archive,Status/analysis docs better suited for internal archive.
docs/analysis/dp3_multi_field_recommendation.md,2025-11-06,# DP3 Multi-Field MS: Recommendation,archive,Status/analysis docs better suited for internal archive.
docs/analysis/dp3_multi_field_issue.md,2025-11-06,# DP3 Multi-Field MS Issue,archive,Status/analysis docs better suited for internal archive.
docs/analysis/DOCUMENTATION_ISSUES_FOUND.md,2025-11-10,# Documentation and Cursor Rules Issues Found,archive,Status/analysis docs better suited for internal archive.
docs/analysis/pyradiosky_vs_componentlist.md,2025-11-06,# Analysis: pyradiosky SkyModel vs Manual Component List Construction,archive,Status/analysis docs better suited for internal archive.
docs/analysis/pyradiosky_dp3_compatibility_check.md,2025-11-09,# Compatibility Check: pyradiosky + DP3 Integration,archive,Status/analysis docs better suited for internal archive.
docs/analysis/PRIORITY1_TEST_RESULTS.md,2025-11-11,# Priority 1: Region Mask Integration - Test Results,archive,Status/analysis docs better suited for internal archive.
docs/analysis/PRIORITY1_TESTING_STRATEGY.md,2025-11-09,# Priority 1 Testing Strategy - Revised Approach,archive,Status/analysis docs better suited for internal archive.
docs/analysis/PRIORITY1_COMPLETION.md,2025-11-09,# Priority 1: Region Mask Integration - Completion Summary,archive,Status/analysis docs better suited for internal archive.
docs/analysis/PRETTIER_INTEGRATION.md,untracked,# Prettier Integration Summary,consolidate,Combine Prettier troubleshooting docs into one definitive guide.
docs/analysis/PIPELINE_DEEP_UNDERSTANDING.md,2025-11-12,# DSA-110 Continuum Imaging Pipeline - Deep Understanding,archive,Status/analysis docs better suited for internal archive.
docs/analysis/PHASE2_WEEKS6-7_COMPLETION.md,2025-11-09,"# Phase 2, Weeks 6-7: Image Fitting - Implementation Complete",archive,Status/analysis docs better suited for internal archive.
docs/analysis/PHASE2_WEEK5_COMPLETION.md,2025-11-09,"# Phase 2, Week 5: Spatial Profiler - Implementation Complete",archive,Status/analysis docs better suited for internal archive.
docs/analysis/PHASE2_LIMITATIONS_ROADMAP.md,2025-11-09,# Phase 2 Limitations - Roadmap and Implementation Plan,archive,Status/analysis docs better suited for internal archive.
docs/analysis/PHASE1_TESTING_GUIDE.md,2025-11-10,# Phase 1 Testing Guide,archive,Status/analysis docs better suited for internal archive.
docs/analysis/PHASE1_SUMMARY.md,2025-11-10,# Phase 1 Implementation Summary,archive,Status/analysis docs better suited for internal archive.
docs/analysis/PHASE1_IMPLEMENTATION_SUMMARY.md,2025-11-12,# Phase 1 Implementation Summary,archive,Status/analysis docs better suited for internal archive.
docs/analysis/PHASE1_IMPLEMENTATION_STATUS.md,2025-11-10,# Phase 1 Implementation Status,archive,Status/analysis docs better suited for internal archive.
docs/analysis/PHASE1_COMPLETE.md,2025-11-10,# Phase 1 Implementation Complete ✅,archive,Status/analysis docs better suited for internal archive.
docs/analysis/PAGE_CONSOLIDATION_PLAN.md,untracked,# Page Consolidation Plan,archive,Status/analysis docs better suited for internal archive.
docs/analysis/NEXT_STEPS_SUMMARY.md,2025-11-10,# Next Steps Summary,archive,Status/analysis docs better suited for internal archive.
docs/analysis/NEXT_STEPS_MOSAIC_FIXES.md,2025-11-12,# Next Steps: Mosaic Creation Fixes,archive,Status/analysis docs better suited for internal archive.
docs/analysis/VALIDATION_APPROACH.md,2025-11-09,# Validation Approach - Direct Testing,archive,Status/analysis docs better suited for internal archive.
docs/analysis/RADIOPADRE_B1.2.4_FEATURE_ANALYSIS.md,2025-11-12,# RadioPadre b1.2.4 Feature Analysis and Recommendations,archive,Status/analysis docs better suited for internal archive.
docs/analysis/NEXT_STEPS_COMPLETION.md,2025-11-12,# Next Steps Completion Report,archive,Status/analysis docs better suited for internal archive.
docs/analysis/WABIFAT_IMPLEMENTATION_STATUS.md,2025-11-12,# WABIFAT Techniques Implementation Status,archive,Status/analysis docs better suited for internal archive.
docs/analysis/WABIFAT_COMPATIBILITY_ASSESSMENT.md,2025-11-12,# WABIFAT Techniques Compatibility Assessment,archive,Status/analysis docs better suited for internal archive.
docs/analysis/WABIFAT_ANALYSIS.md,2025-11-12,# WABIFAT Tool Analysis,archive,Status/analysis docs better suited for internal archive.
docs/analysis/vp-table-usage-analysis.md,2025-11-09,# VP Table Usage Analysis,archive,Status/analysis docs better suited for internal archive.
docs/analysis/VISUAL_DESIGN_REDESIGN_PLAN.md,untracked,# Visual Design Redesign & Fix Plan,archive,Status/analysis docs better suited for internal archive.
docs/analysis/VISUAL_DESIGN_CRITIQUE.md,untracked,# Visual Design Critique - DSA-110 Dashboard Pages,archive,Status/analysis docs better suited for internal archive.
docs/analysis/VAST_TO_DSA110_SYNTHESIS.md,2025-11-10,# VAST to DSA-110 Synthesis: Practical Implementation Guide,archive,Status/analysis docs better suited for internal archive.
docs/analysis/VAST_TOOLS_REFERENCE_ANALYSIS.md,2025-11-12,# VAST Tools Reference Analysis,archive,Status/analysis docs better suited for internal archive.
docs/analysis/VAST_TOOLS_DSA110_DETAILED_COMPARISON.md,2025-11-12,# VAST Tools → DSA-110 Detailed Comparison and Adoption Plan,archive,Status/analysis docs better suited for internal archive.
docs/analysis/VAST_TOOLS_ADOPTION_SUMMARY.md,2025-11-09,# VAST Tools Adoption Summary,archive,Status/analysis docs better suited for internal archive.
src/dsa110_contimg/calibration/README.md,2025-11-09,## casa_cal: CASA 6.7 calibration helpers (no dsacalib),keep,Code-adjacent documentation supporting module owners.
SELF_CORRECTION_DEMO.md,untracked,# Self-Correction Protocol - Live Demonstration,consolidate,Move root-level Markdown into docs/ per consolidation plan.
REORGANIZATION_PLAN.md,2025-10-04,# Root Directory Reorganization Plan,consolidate,Move root-level Markdown into docs/ per consolidation plan.
REFACTORING_CHECKLIST.md,untracked,# Refactoring Checklist - Anti-Pattern Resolution,consolidate,Move root-level Markdown into docs/ per consolidation plan.
REAL_WORLD_EDGE_CASES.md,untracked,# Real-World Edge Cases - Based on Actual Errors Encountered,consolidate,Move root-level Markdown into docs/ per consolidation plan.
README_PORT_SYSTEM.md,untracked,# Port Organization System,consolidate,Move root-level Markdown into docs/ per consolidation plan.
README_OBSERVABILITY.md,untracked,# Observability & Resilience Implementation,consolidate,Move root-level Markdown into docs/ per consolidation plan.
README_DUPLICATE_PREVENTION.md,untracked,# Automatic Duplicate Prevention,consolidate,Move root-level Markdown into docs/ per consolidation plan.
src/dsa110_contimg/calibration/cubical_experimental/README.md,2025-11-09,# CubiCal Experimental Module,keep,Code-adjacent documentation supporting module owners.
scripts/CASA_LOG_DAEMON_INOTIFY.md,2025-11-06,# CASA Log Daemon (inotifywait) - Deployment Guide,keep,Code-adjacent documentation supporting module owners.
scripts/INVENTORY.md,2025-11-09,# Scripts Directory Inventory,keep,Code-adjacent documentation supporting module owners.
scripts/INTEGRATION_GUIDE.md,2025-11-12,# Error Detection Framework - Integration Guide,keep,Code-adjacent documentation supporting module owners.
scripts/TEST_SCRIPT_VERIFICATION.md,2025-11-03,# Test Script Verification Summary,keep,Code-adjacent documentation supporting module owners.
scripts/README.md,2025-11-09,# Utility Scripts,keep,Code-adjacent documentation supporting module owners.
scripts/README-error-detection.md,untracked,# Error Detection Wrapper,keep,Code-adjacent documentation supporting module owners.
scripts/lib/__tests__/README.md,2025-11-12,# Error Detection Framework - Test Suite,keep,Code-adjacent documentation supporting module owners.
